salary_min,salary_max,salary_mean,rating_mean,rating_count,contract_contrat pro,contract_intérim,contract_temps plein,contract_indépendant,contract_cdd,contract_temps partiel,contract_cdi,contract_stage,contract_commission,contract_apprentissage,query_data+scientist,query_business+intelligence,query_data+analyst,query_developpeur,mode_an
,,,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
,,,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
,,,3.6,44,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
18000.0,24000.0,21000.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
35000.0,50000.0,42500.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
,,,3.9,1363,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
,,,3.7,13,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
35000.0,42000.0,38500.0,3.8,21,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
,,,5.0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
,,,3.6,2843,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1
,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
,,,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
,,,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
35000.0,55000.0,45000.0,3.8,24,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
35000.0,45000.0,40000.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
,,,3.3,28,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
60000.0,120000.0,90000.0,0.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1
32000.0,45000.0,38500.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
,,,5.0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
,,,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
96000.0,120000.0,108000.0,0.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1
,,,4.5,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
,,,3.7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
30000.0,36000.0,33000.0,3.9,7,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
,,,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
,,,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
,,,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
,,,3.5,646,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
,,,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
,,,0.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
,,,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
,,,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
,,,4.0,6545,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
,,,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
,,,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
,,,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
,,,4.3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
,,,4.7,17,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
,,,3.5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
34000.0,42000.0,38000.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
,,,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
,,,3.5,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
,,,4.7,17,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
35000.0,42000.0,38500.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
30000.0,40000.0,35000.0,3.9,7,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
35000.0,42000.0,38500.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
,,,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
